,network_energy_and_bot_energy
1134,0.029030556159673582
1135,0.029048662836867845
1136,0.029052881802039684
1137,0.02905379927545141
1138,0.0290653867037022
1139,0.029066998803829423
1140,0.029086588643603892
1141,0.02909055433308842
1142,0.029120270938996908
1143,0.029126005151242355
1144,0.029131898006039214
1145,0.029150940438757662
1146,0.02915475482316619
1147,0.029198373595360712
1148,0.029225608034198106
1149,0.029247193229033266
1150,0.02926957068807871
1151,0.02931051555622044
1152,0.029318855492218656
1153,0.02932286162210573
1154,0.029328670401241104
1155,0.029346347349137304
1156,0.029349147507581556
1157,0.029351547843777994
1158,0.02937102681910417
1159,0.0293785981884967
1160,0.029392703619940955
1161,0.029399712985366974
1162,0.02941659671333072
1163,0.029419357130007616
1164,0.029431319710411474
1165,0.02947384226019223
1166,0.029506285698616627
1167,0.029516841169434052
1168,0.029535145907779333
1169,0.029540196587375805
1170,0.029571980243361124
1171,0.029595668412329294
1172,0.029596151025615774
1173,0.029599913430457675
1174,0.029627025733672655
1175,0.029638335818256516
1176,0.029642075396745415
1177,0.029644023018609657
1178,0.029654908846561804
1179,0.0296885149689527
1180,0.029693014772776336
1181,0.029707458060228172
1182,0.029708525885700724
1183,0.02970928517938809
1184,0.029710412452013637
1185,0.029714639085871405
1186,0.02977480213301506
1187,0.029780212829924012
1188,0.029781789124238622
1189,0.029795281650441527
1190,0.029822769969118795
1191,0.029824873446731057
1192,0.029839665644753755
1193,0.029842102698442726
1194,0.029844109709858638
1195,0.02984845377256641
1196,0.029855874365914126
1197,0.029857899039906998
1198,0.029874893494911705
1199,0.02987549912872025
1200,0.029892486708516533
1201,0.02992816037588713
1202,0.029945622354614843
1203,0.02994646369007591
1204,0.02995307195021225
1205,0.029954097269148595
1206,0.029966700703385123
1207,0.029972313833377257
1208,0.029985177385859506
1209,0.030044301198039382
1210,0.030046297114794524
1211,0.030058830206670585
1212,0.030059997651814913
1213,0.030063851971428263
1214,0.030067234181041198
1215,0.030075277647485115
1216,0.030078586605048592
1217,0.030082572539289983
1218,0.030104493609343138
1219,0.030116919668182897
1220,0.03018718588891761
1221,0.030204118721752996
1222,0.030216633141809474
1223,0.03022248028656348
1224,0.030233375542315224
1225,0.030255717317339104
1226,0.03028219430932116
1227,0.03028493742680847
1228,0.030334462623115115
1229,0.0303394205840143
1230,0.0303487347560922
1231,0.030385590347609605
1232,0.03041284348053227
1233,0.030429353936500744
1234,0.03044571890458766
1235,0.03051134475349197
1236,0.03053212760428813
1237,0.030542161458140676
1238,0.030545336236697085
1239,0.030589393249825313
1240,0.030600181998985322
1241,0.030609399351741607
1242,0.030618506300267526
1243,0.030619268471645134
1244,0.030623912784756447
1245,0.03062669223480428
1246,0.03065593023979547
1247,0.030663928245433122
1248,0.030671656610017053
1249,0.030688919038943892
1250,0.030695818289984404
1251,0.03069885680472564
1252,0.030714093158879796
1253,0.03072960475980178
1254,0.030753030012170474
1255,0.030754457600754664
1256,0.03076398570060272
1257,0.030767348524922637
1258,0.030778619198795612
1259,0.030789675451898854
1260,0.030799513357335606
1261,0.03080406120156277
1262,0.030806783081652012
1263,0.030832448260163854
1264,0.0308412079643483
1265,0.030860489324118008
1266,0.0308848045520839
1267,0.03089820910250851
1268,0.030914320879566647
1269,0.030953369562633143
1270,0.03097927722692022
1271,0.030986819059433637
1272,0.031005643401666724
1273,0.031022066144219117
1274,0.031041768575398625
1275,0.031042354659299633
1276,0.031044599278387385
1277,0.031048491542124745
1278,0.03104889050112345
1279,0.03105194728346024
1280,0.03105870100206132
1281,0.031073866475360357
1282,0.03108146642955909
1283,0.03108544909832499
1284,0.03109502393587844
1285,0.031116766408084754
1286,0.031133684948659354
1287,0.031149522774604595
1288,0.03114971354917606
1289,0.031190943891103575
1290,0.031193469922630453
1291,0.03120819076476555
1292,0.031223501027980962
1293,0.031225969389663724
1294,0.03129149946383791
1295,0.0313029867651863
1296,0.03130746085130245
1297,0.03132771519785345
1298,0.03134974828530695
1299,0.031355334531538506
1300,0.031376239000960204
1301,0.031384832900011775
1302,0.03139486029061232
1303,0.031395935750859215
1304,0.03140459738405631
1305,0.031405066313241525
1306,0.031431203669076674
1307,0.031434807721063864
1308,0.03146651856630813
1309,0.03148490211380602
1310,0.03149940278738939
1311,0.03150556744151848
1312,0.0315062532507338
1313,0.03152728610706642
1314,0.03153952630040105
1315,0.031572160436291526
1316,0.03157411678900499
1317,0.03158516649979297
1318,0.03158561426880282
1319,0.03158983302138318
1320,0.031598704782759286
1321,0.03160012055404227
1322,0.03161572866391486
1323,0.03164507984596256
1324,0.031657078166604014
1325,0.031659081084632924
1326,0.031663872213120114
1327,0.03167432987109311
1328,0.031677460255834525
1329,0.03168198789157783
1330,0.03170184957836999
1331,0.0317053830038689
1332,0.03174894604268987
1333,0.031753587548223584
1334,0.03179704348070426
1335,0.03179709320299855
1336,0.031799608977649746
1337,0.03181737554252547
1338,0.03182875923644917
1339,0.0318335561016423
1340,0.03189330932678593
1341,0.03190010895267069
1342,0.03190274993409805
1343,0.03192625884468659
1344,0.03193219148844442
1345,0.03193729547215391
1346,0.031960297228082746
1347,0.031970007866056444
1348,0.03198921138772888
1349,0.032021011533605225
1350,0.0320374247389987
1351,0.03206353124170432
1352,0.03208670784323964
1353,0.03208775273573279
1354,0.03209122015240276
1355,0.0321005521499454
1356,0.03216452577246857
1357,0.032170042235128815
1358,0.032181889400734284
1359,0.03219462311384407
1360,0.032220896288124634
1361,0.03226108400565944
1362,0.032262223320726764
1363,0.03229219996761676
1364,0.03229792236226742
1365,0.0323255887342488
1366,0.032366654789686825
1367,0.0323677172677399
1368,0.03237244090818641
1369,0.032374736178266056
1370,0.03237677952929314
1371,0.03237913401086198
1372,0.03239117096634349
1373,0.03240775094459965
1374,0.03241443281628252
1375,0.03244107252048808
1376,0.032495183757117525
1377,0.0325120716132602
1378,0.032518949708646126
1379,0.03256128835183382
1380,0.0325639176473174
1381,0.03256499175494268
1382,0.03257395742250862
1383,0.03257655151741745
1384,0.032591985791443005
1385,0.03260088290731566
1386,0.03262879212226442
1387,0.03263391365960738
1388,0.03267280932555493
1389,0.032673530175602546
1390,0.03267446285200238
1391,0.03268275561595
1392,0.032706189143621785
1393,0.03272857826360274
1394,0.032730900281981314
1395,0.03273373449218947
1396,0.032780503892348226
1397,0.03279706684035804
1398,0.03280600777039915
1399,0.03283341046398273
1400,0.03284806618592896
1401,0.03285787713412442
1402,0.03286681241570074
1403,0.03286786352959175
1404,0.03286790841213076
1405,0.032873128071883966
1406,0.032893925627860005
1407,0.0328980756583482
1408,0.03292959707895269
1409,0.032970362993602606
1410,0.032972878522662175
1411,0.03299541924160711
1412,0.03301360402169017
1413,0.0330386593881767
1414,0.03306585356538632
1415,0.03306606447321742
1416,0.033066969915969066
1417,0.033071381335742896
1418,0.033077583509846464
1419,0.03312015196870995
1420,0.03312052377805968
1421,0.0331297697418133
1422,0.03320977673912617
1423,0.03322230969419344
1424,0.03322847450705257
1425,0.033235201000528986
1426,0.033237524251071
1427,0.03325504761640536
1428,0.03329000050314561
1429,0.0332922468503198
1430,0.03330130084315765
1431,0.03332636396565614
1432,0.033356902147663854
1433,0.033365715769465475
1434,0.033367745993415
1435,0.0333739576855939
1436,0.03337855283588969
1437,0.03338181341968956
1438,0.03339223460036058
1439,0.033392981804714485
1440,0.03339990429998075
1441,0.033416626700677
1442,0.03344124676604864
1443,0.03344360133521076
1444,0.03348269671772728
1445,0.033501334467871895
1446,0.0335046767445941
1447,0.033530646405966834
1448,0.03353527758585711
1449,0.03353834560337497
1450,0.03358986555945763
1451,0.03359418640391163
1452,0.03360359633340623
1453,0.033612559430158555
1454,0.033619377291791354
1455,0.03362614719532252
1456,0.033645122217317594
1457,0.03364930623191951
1458,0.03365076433896108
1459,0.03365739544424929
1460,0.03366725730505343
1461,0.033680212309834597
1462,0.03369721832045927
1463,0.03373933478278328
1464,0.03375134850231134
1465,0.033753241315953725
1466,0.03378631086378845
1467,0.03378842691643655
1468,0.033807669641475684
1469,0.033811122495505004
1470,0.03381756892901672
1471,0.03385886211583843
1472,0.03389547982754237
1473,0.033904086105732624
1474,0.03390770103153253
1475,0.033914742206657876
1476,0.03393967510449686
1477,0.033974284885383406
1478,0.03399706074108993
1479,0.03404044019302484
1480,0.034070750001356426
1481,0.034084789437300575
1482,0.0340865725824852
1483,0.03409157333242908
1484,0.034096906426136005
1485,0.03411464244469718
1486,0.034121647359725116
1487,0.03412731792302424
1488,0.034213633356494466
1489,0.03424827606363244
1490,0.03425846405494674
1491,0.03426094430857628
1492,0.03431230298737112
1493,0.03431305156375445
1494,0.03432064383115869
1495,0.034322923268267205
1496,0.034338866471858104
1497,0.03434264723921524
1498,0.03435688386639601
1499,0.034379561493049784
1500,0.03438639571922344
1501,0.03439589804786885
1502,0.03439631921554374
1503,0.034401989200685164
1504,0.03444626997627558
1505,0.0344499064122849
1506,0.03445067890328173
1507,0.034450946335185396
1508,0.034471335505526134
1509,0.03449140519942021
1510,0.03451592078141655
1511,0.03452591618309931
1512,0.03453010416124071
1513,0.03453263733304311
1514,0.03453442298631864
1515,0.03453919039057555
1516,0.034540490223856
1517,0.03454742631618666
1518,0.03455393388422896
1519,0.03456979328431434
1520,0.034569808859042164
1521,0.0345781504708913
1522,0.03458439364142484
1523,0.03458871928280658
1524,0.034621343157324985
1525,0.03463190080925494
1526,0.03467825506174372
1527,0.03467836981555694
1528,0.03470675160579112
1529,0.0347085707063472
1530,0.03472552403997676
1531,0.03472797462884415
1532,0.034728984776584676
1533,0.034747403945213966
1534,0.03475187091174237
1535,0.03478654007137249
1536,0.034790528056933966
1537,0.03479593268485791
1538,0.03479739716765199
1539,0.03480779945655332
1540,0.034838505288525105
1541,0.034858044680491015
1542,0.03486675519808059
1543,0.034899675618212986
1544,0.03491149573089507
1545,0.03494271480465511
1546,0.034957397435138156
1547,0.03500622523516749
1548,0.03505766949877061
1549,0.03509886620742733
1550,0.035117324866138264
1551,0.035118611744668606
1552,0.03512716819398203
1553,0.03512882168340506
1554,0.03513556779730215
1555,0.03514163341399242
1556,0.03515633229403119
1557,0.03516528313320568
1558,0.035182887246127795
1559,0.03518764628883647
1560,0.035191500544598325
1561,0.03519689482335314
1562,0.03522102945037682
1563,0.03525435604253295
1564,0.03527184055308717
1565,0.035279708538687324
1566,0.035288425340266216
1567,0.03529802051783748
1568,0.0353052142825359
1569,0.03531348488729151
1570,0.03532635663146792
1571,0.03533100748840222
1572,0.0353497881255474
1573,0.035357804272334696
1574,0.03535995131348339
1575,0.03536489595032344
1576,0.03537273724875365
1577,0.03539503223218886
1578,0.0353952291109323
1579,0.03540495889375265
1580,0.03543104377056682
1581,0.03545698311046037
1582,0.03548134806878222
1583,0.03549010394903774
1584,0.03550493596772677
1585,0.035531867965183074
1586,0.03554175704554637
1587,0.03555204465348818
1588,0.03556187459737385
1589,0.03556509398365793
1590,0.03557948355137356
1591,0.03558007548503274
1592,0.03560879351710973
1593,0.03561704099868704
1594,0.035635779658670846
1595,0.035643296296991214
1596,0.03566015648052485
1597,0.035667770705728415
1598,0.03568669211753907
1599,0.035700672808970095
1600,0.0357194625985708
1601,0.03573535533354404
1602,0.035742335521256
1603,0.03575013492860785
1604,0.03576000947955943
1605,0.035791991561353424
1606,0.03579659500894013
1607,0.035805811319460826
1608,0.03580986803733926
1609,0.03582499985663758
1610,0.0358696259516483
1611,0.03587717748465627
1612,0.03588125504219769
1613,0.035884562187583235
1614,0.03588786776139441
1615,0.03589963395479273
1616,0.03591026083288253
1617,0.03591952163308858
1618,0.035920561274825284
1619,0.03593286993639465
1620,0.03594411570285537
1621,0.035951005801213784
1622,0.03595110716865282
1623,0.03595129733721245
1624,0.03595903155293913
1625,0.03597306745549976
1626,0.035974551847044706
1627,0.03599982847515966
1628,0.036003873268675914
1629,0.03601008398914807
1630,0.03601970425611777
1631,0.03602178639486114
1632,0.036024301885608644
1633,0.03602451413442998
1634,0.03603815043946544
1635,0.0360587836847253
1636,0.03608800095222775
1637,0.036097176093141586
1638,0.036099144819097394
1639,0.03611796749385686
1640,0.03611914494682401
1641,0.0361335624717432
1642,0.036150740938444476
1643,0.03615879360464125
1644,0.03622250002950599
1645,0.036248841172148785
1646,0.03625857617259961
1647,0.03626042725960245
1648,0.03626249318499497
1649,0.036272792038122934
1650,0.036280684103357906
1651,0.03628571663558897
1652,0.036310309618102755
1653,0.036337076795470324
1654,0.03634731144324721
1655,0.03635931475301884
1656,0.03635971303538457
1657,0.03636241510472275
1658,0.0363704190054839
1659,0.03638712064677669
1660,0.03639767893614691
1661,0.03644026267299758
1662,0.03646712096269897
1663,0.03647291558680281
1664,0.03647627802362568
1665,0.03648854321329379
1666,0.036504102852572794
1667,0.0365078791810431
1668,0.036518368977989366
1669,0.03654426805237285
1670,0.03654655471444353
1671,0.03655155081637807
1672,0.03661340626097117
1673,0.0366156886881417
1674,0.0366356311449479
1675,0.0366520690824826
1676,0.03667340023022595
1677,0.03667518085475191
1678,0.036679944224938775
1679,0.0366924566198592
1680,0.03670113493403015
1681,0.03670419916729947
1682,0.036772411876410026
1683,0.036795040262811655
1684,0.036799091995298246
1685,0.03680032933636358
1686,0.03680290321733145
1687,0.03683669803214015
1688,0.03683730728433539
1689,0.03684154982136021
1690,0.03685073090574795
1691,0.03687263612736099
1692,0.03688876112972423
1693,0.0368964947497729
1694,0.03691490160819147
1695,0.036918313111402146
1696,0.036918754508461674
1697,0.036931585914261496
1698,0.036943630270540005
1699,0.03695205371405801
1700,0.03695848545562834
1701,0.03697760521874086
1702,0.03698410169894913
1703,0.03702974903026893
1704,0.03704954981113834
1705,0.03706040997513303
1706,0.037066487536931536
1707,0.03706893697537857
1708,0.0370841441046189
1709,0.03708920916804267
1710,0.037112351496214106
1711,0.037117039870760996
1712,0.03713553471504743
1713,0.03716056427863165
1714,0.037162163520737396
1715,0.037173321010464375
1716,0.03720284079358527
1717,0.03722653060358276
1718,0.037240901755412656
1719,0.037284049365115216
1720,0.03729275201440514
1721,0.0373140632705755
1722,0.037375762534034254
1723,0.03738663266456483
1724,0.03738988131670799
1725,0.03742140745330236
1726,0.03743811109900303
1727,0.03743835241398404
1728,0.0374439434034254
1729,0.03744448263775105
1730,0.03745489892421597
1731,0.03746693127089482
1732,0.0374857756887856
1733,0.03749547316323087
1734,0.03750455158739407
1735,0.03751511033733815
1736,0.03752498770865503
1737,0.03752755181769118
1738,0.03754334875519331
1739,0.03755625717141969
1740,0.03755744505217025
1741,0.03757113028340799
1742,0.03759324885834858
1743,0.037647215302929325
1744,0.0376640061960923
1745,0.03769059893703338
1746,0.03771268925573654
1747,0.03772734280703735
1748,0.037738474512735695
1749,0.03776159944025787
1750,0.037777907079183035
1751,0.03779256724597479
1752,0.037794252042397315
1753,0.037836872325598306
1754,0.03784708843947403
1755,0.03786514621139475
1756,0.03788684554143257
1757,0.037893807404013796
1758,0.03791517267738055
1759,0.037922517704793705
1760,0.03792401166968521
1761,0.03792613543397813
1762,0.037936688607329315
1763,0.03794052747796578
1764,0.037940980282069506
1765,0.03794918368540875
1766,0.03802543423750562
1767,0.038033725494061546
1768,0.038034234959955525
1769,0.038049423690464
1770,0.03805930241258057
1771,0.038068845824694574
1772,0.038087842345952375
1773,0.038101687607419846
1774,0.0381541956809431
1775,0.03818490017017186
1776,0.03820350316709643
1777,0.03820608693333431
1778,0.038214402663447944
1779,0.0382199952109528
1780,0.038237975560811585
1781,0.03824302229684043
1782,0.03827186468656627
1783,0.03832635467792264
1784,0.03832740397109817
1785,0.03833415521287632
1786,0.03834840410070258
1787,0.038350930374151423
1788,0.03836549062554481
1789,0.038366493224295924
1790,0.03836934891758194
1791,0.03841537730349796
1792,0.03844392165727112
1793,0.03846574881583862
1794,0.038476413275024886
1795,0.0384780765244272
1796,0.03849787651844266
1797,0.0385011355089536
1798,0.038530860431147236
1799,0.03853422202169526
1800,0.03854962031844965
1801,0.03856999682470266
1802,0.03857650105081337
1803,0.03860100252254745
1804,0.038603971141714016
1805,0.038607312551228415
1806,0.038619519904196736
1807,0.03862851396175631
1808,0.03862864127966192
1809,0.03863102184876121
1810,0.038648135160282586
1811,0.03865200761742012
1812,0.03865707777428107
1813,0.038660709803798994
1814,0.03866394792508157
1815,0.038664340284817245
1816,0.03868621703960664
1817,0.03868799411254435
1818,0.03870135764391115
1819,0.03875115120033464
1820,0.038756473638833694
1821,0.03876385431879899
1822,0.03877123192747511
1823,0.03877195291986787
1824,0.038795061246697175
1825,0.03880884771236065
1826,0.03885497024320931
1827,0.038866034686459466
1828,0.03887744900073376
1829,0.038877468444780384
1830,0.038887143083329384
1831,0.03890736284570732
1832,0.03893147783234143
1833,0.03895415670565909
1834,0.03895773269126155
1835,0.038982068163291556
1836,0.03899443155526268
1837,0.039011299692289496
1838,0.03902464738915708
1839,0.03907817126293736
1840,0.03908015671707114
1841,0.03908915994062893
1842,0.039095868433400356
1843,0.03909933372026618
1844,0.03910001137603623
1845,0.039103914831679895
1846,0.0391091142179296
1847,0.0391175519038787
1848,0.0391189773632974
1849,0.039131718858468764
1850,0.03915974374754294
1851,0.03916125038863414
1852,0.039168959735845416
1853,0.03917029875446866
1854,0.03918573901591208
1855,0.03920216272274261
1856,0.03924113570771502
1857,0.03924333573310012
1858,0.03929504075864068
1859,0.03930038976210897
1860,0.039304408748051814
1861,0.0393064802436019
1862,0.039312597878296794
1863,0.03931339387553735
1864,0.03932313891387673
1865,0.039327283277348225
1866,0.03933296000922593
1867,0.039348343865667934
1868,0.03936462497505382
1869,0.039389771092302905
1870,0.03940492939964136
1871,0.039417797201347055
1872,0.039421627347585184
1873,0.03942535285271877
1874,0.039428517321356826
1875,0.039469779480638005
1876,0.03947002124102937
1877,0.039487643355152945
1878,0.039491315068475266
1879,0.03954354828446587
1880,0.03954684810917913
1881,0.03955878793092267
1882,0.039562219417522915
1883,0.039563131023615056
1884,0.03956394997793823
1885,0.03957466452648689
1886,0.03960678756494565
1887,0.03960890036031175
1888,0.039617306783539204
1889,0.039631918294637906
1890,0.03965178983769364
1891,0.03965411254932883
1892,0.03967025069167244
1893,0.03967548907021164
1894,0.03968425168681172
1895,0.03968649473223469
1896,0.03969433137513583
1897,0.03969626063964089
1898,0.03970269937956195
1899,0.0397188922041927
1900,0.03972464381316905
1901,0.03972562424761833
1902,0.03974923779868651
1903,0.03977653984950171
1904,0.03977881148199824
1905,0.039805035458225654
1906,0.039858933242123015
1907,0.03987663742738571
1908,0.03988723809280124
1909,0.03989814367777012
1910,0.039915808262534276
1911,0.03992522232004444
1912,0.039950848310753156
1913,0.039986424939395825
1914,0.03999133634559924
1915,0.04000774453121655
1916,0.040012964953229715
1917,0.040019822949907226
1918,0.04003454112165958
1919,0.04004055554692281
1920,0.04007161825330821
1921,0.04007681599946314
1922,0.040083865367682714
1923,0.04012214468551752
1924,0.04013117381277219
1925,0.04013540563443366
1926,0.040139475205218315
1927,0.04022202949897864
1928,0.040224900930771426
1929,0.04025170009474572
1930,0.04028914683584234
1931,0.040297730662165465
1932,0.04030625313491637
1933,0.04033019028683443
1934,0.04033272924231817
1935,0.040359621554886815
1936,0.04036210766831509
1937,0.040376253800328776
1938,0.0403774804997209
1939,0.04038438819906066
1940,0.04038671271236904
1941,0.04038684037168496
1942,0.04040376240291487
1943,0.04041154198858431
1944,0.04041381065572446
1945,0.040451960829179984
1946,0.04045286069110608
1947,0.0404571744088702
1948,0.04048325132406118
1949,0.04049133133315451
1950,0.04050896253851513
1951,0.04051724767337931
1952,0.04052491308815445
1953,0.04053008776644571
1954,0.04054347214463023
1955,0.040564446179170426
1956,0.040564752432822426
1957,0.04057888308245265
1958,0.040611537430677865
1959,0.04063539043087857
1960,0.040636396950400874
1961,0.04065006105304504
1962,0.04067900055776299
1963,0.040704189757224556
1964,0.04071024846173681
1965,0.04071969673608769
1966,0.040721840702394034
1967,0.04072648871846792
1968,0.04075224271095968
1969,0.040819419305607445
1970,0.040844091172390004
1971,0.040857960223498434
1972,0.04087311830199475
1973,0.040899373457216774
1974,0.04093378488561785
1975,0.04095821878755502
1976,0.040968393557417264
1977,0.040974205752642316
1978,0.04101509443932759
1979,0.04104229805338545
1980,0.04104601393103937
1981,0.041068110288115856
1982,0.04113362663047436
1983,0.04119167611140883
1984,0.04121850427771237
1985,0.041219528376367345
1986,0.041240082176632345
1987,0.04125449234511385
1988,0.04125605027347535
1989,0.04126714015950229
1990,0.0413044401128391
1991,0.0413241651823836
1992,0.04135628616453745
1993,0.04135759036701394
1994,0.04136083197342641
1995,0.041414658145755665
1996,0.04144078674298745
1997,0.041478881810422405
1998,0.04150204634536599
1999,0.04150503223618069
2000,0.04152854435352261
2001,0.041529230350232996
2002,0.04153312661761991
2003,0.04156363103232846
2004,0.041571973524886716
2005,0.041591476576797966
2006,0.04159804173485424
2007,0.041599709962140276
2008,0.04160139365498656
2009,0.04161263583943916
2010,0.04166028564350675
2011,0.04167218650930564
2012,0.041680593367526275
2013,0.041705041762238326
2014,0.041719497716978096
2015,0.04175186457456396
2016,0.04175779116930188
2017,0.04177064716938645
2018,0.04183725717451597
2019,0.041866463647245514
2020,0.04187914293559732
2021,0.041921298045289844
2022,0.041923828372052295
2023,0.04196103448243589
2024,0.04199199083776195
2025,0.04199552415645921
2026,0.0420060297876716
2027,0.04203407893971833
2028,0.042069151845110855
2029,0.0420779876189903
2030,0.04208349178380955
2031,0.04210043766762816
2032,0.04212265426947285
2033,0.04213009977205365
2034,0.04215143228298345
2035,0.042171568120292054
2036,0.04220223995091268
2037,0.04226228282076738
2038,0.04228193706144829
2039,0.042284226913288085
2040,0.042287362421411234
2041,0.04232809813591493
2042,0.04233096664956521
2043,0.042346190852579284
2044,0.042361771863141835
2045,0.04240400220471326
2046,0.04241977698480779
2047,0.04244772021361563
2048,0.04251005549817079
2049,0.042545061258204224
2050,0.04254757224649128
2051,0.0425525090163844
2052,0.042564877097549296
2053,0.04256747686422226
2054,0.04257948133727581
2055,0.04261619036334095
2056,0.0426382256359515
2057,0.04264533376481494
2058,0.04265455248311691
2059,0.04267377524698743
2060,0.04270408340682568
2061,0.04270694242171071
2062,0.04270772775213181
2063,0.04272184964407601
2064,0.04274212518318158
2065,0.04274337198898731
2066,0.04276630039158056
2067,0.042776312534939284
2068,0.04278936254777872
2069,0.04280553813223928
2070,0.042842727457741384
2071,0.04291828957697598
2072,0.042988278473256106
2073,0.042993416448580936
2074,0.04300697742432177
2075,0.043043735940887555
2076,0.0430625663891634
2077,0.04308210580730918
2078,0.04308954626353069
2079,0.043172424804252534
2080,0.04317834696876351
2081,0.04319039959576515
2082,0.04320756361657638
2083,0.043209362645328916
2084,0.04321012811880314
2085,0.043288255816323395
2086,0.04329705056103171
2087,0.04336291738472209
2088,0.043379698949199526
2089,0.04338800270065089
2090,0.04345046027946555
2091,0.043468924371731346
2092,0.043473256676131625
2093,0.04349829818462722
2094,0.04351583816751157
2095,0.04354296993180569
2096,0.04359096658462901
2097,0.043597057200198235
2098,0.04361778561798403
2099,0.043629466365810624
2100,0.043632941137225
2101,0.04365235458797163
2102,0.04367727715325917
2103,0.04368168365592953
2104,0.043714528840749084
2105,0.0437164225127379
2106,0.04374855504894644
2107,0.04377357210646901
2108,0.0438342261878334
2109,0.04384433625888781
2110,0.04395374990455878
2111,0.04396793432732864
2112,0.04399460545804855
2113,0.04399547717740822
2114,0.043997856164990724
2115,0.04400648863064725
2116,0.04400659877675204
2117,0.04402253240775234
2118,0.04403225387180502
2119,0.044041267961628626
2120,0.04410990329407733
2121,0.044137694159849306
2122,0.04415125768377479
2123,0.04424742580372497
2124,0.044262636726235066
2125,0.04426381952722232
2126,0.04426936021543746
2127,0.04434971985671189
2128,0.04437488634002721
2129,0.04438946735784584
2130,0.04439454990952586
2131,0.044402878744477285
2132,0.044405324450439744
2133,0.04444493895554788
2134,0.044448012689688544
2135,0.04446006437849621
2136,0.04446620904143843
2137,0.04454058801537586
2138,0.04455385526656375
2139,0.0445567948612076
2140,0.04456734076651958
2141,0.04459298827105071
2142,0.04461492747018686
2143,0.044647816496088316
2144,0.04468994628553957
2145,0.04470032789181244
2146,0.04472286999949359
2147,0.044745793331853294
2148,0.04477619810490802
2149,0.04479179926604341
2150,0.04480869059197122
2151,0.04482730966708259
2152,0.04483172389664353
2153,0.04485403490711025
2154,0.04485505419101167
2155,0.04487238038540246
2156,0.04488415153072385
2157,0.04490766589577633
2158,0.044908113104546114
2159,0.044944105252928995
2160,0.044987270795228414
2161,0.04500122386502739
2162,0.04501198414473233
2163,0.04503723039289039
2164,0.045048362184847146
2165,0.045052512900673136
2166,0.04506801867857127
2167,0.045069041043048805
2168,0.045072917876628586
2169,0.045082983248254445
2170,0.04509394594550488
2171,0.045121886534002134
2172,0.04512556594141651
2173,0.04513464084087189
2174,0.04515602284778866
2175,0.04517001642426395
2176,0.045187166041514605
2177,0.04520788139953187
2178,0.04523263396895554
2179,0.04523709204208561
2180,0.04524835887435874
2181,0.04526474952584459
2182,0.0452691457199373
2183,0.04531452115714793
2184,0.04534735007963725
2185,0.04536964830933473
2186,0.045401036699000856
2187,0.04542342777795827
2188,0.04547234090595502
2189,0.045473176433429525
2190,0.04549380121708536
2191,0.04549407443350971
2192,0.04550393973858534
2193,0.04554997198408184
2194,0.04556293169173748
2195,0.04559461592124221
2196,0.045670912955064986
2197,0.04568922505739567
2198,0.04569497176518182
2199,0.045711894472580845
2200,0.04572167271561941
2201,0.04576625035847808
2202,0.04577093580828312
2203,0.045790163132120906
2204,0.04579117285675236
2205,0.04580422691601945
2206,0.045806268871209234
2207,0.04580666780603236
2208,0.04582038583632193
2209,0.04586346393709906
2210,0.0458646163803447
2211,0.045946193569426655
2212,0.04596818773501748
2213,0.045979535260121676
2214,0.045988820744212545
2215,0.04604511561651674
2216,0.046052918522847805
2217,0.046075437768834875
2218,0.04613318470954125
2219,0.046182710683361924
2220,0.04620056016130532
2221,0.046201351128229914
2222,0.04622638831475791
2223,0.04625088501687528
2224,0.04626944658563851
2225,0.046371513176825384
2226,0.046373517814863555
2227,0.04638754640459698
2228,0.0463951745484916
2229,0.04639939043935771
2230,0.04641902180010709
2231,0.04647012475852074
2232,0.04649541789883681
2233,0.04652923457732592
2234,0.04652999350620206
2235,0.04653385873895242
2236,0.046548243473665575
2237,0.04658758975581793
2238,0.04662186642295702
2239,0.04663370129775501
2240,0.04672190072924019
2241,0.0467374801275468
2242,0.046760681577702926
2243,0.04676742577962286
2244,0.04681500326490243
2245,0.04682665387648554
2246,0.04683408177549183
2247,0.046837186479695946
2248,0.04686649077953658
2249,0.04687301076827324
2250,0.04689809766333987
2251,0.046957419705537407
2252,0.046998104967269465
2253,0.04700103846646386
2254,0.047015451440315104
2255,0.04703647533260921
2256,0.04705787425691976
2257,0.0470968129783826
2258,0.0471095293855091
2259,0.047184854144234734
2260,0.04724417574480088
2261,0.04728308015433962
2262,0.04729399285490414
2263,0.04730182407191893
2264,0.047314606360531856
2265,0.04733869472481246
2266,0.04734341157176892
2267,0.04737154783187106
2268,0.047376293333418106
2269,0.04738978827833686
2270,0.04739732351321339
2271,0.04742985813218544
2272,0.04743159282029542
2273,0.04750403457723621
2274,0.04751380999296894
2275,0.04752598400915777
2276,0.04753751415816437
2277,0.04756315813188062
2278,0.04756659235124193
2279,0.04761724438138197
2280,0.047637934172080135
2281,0.047653692472460096
2282,0.047686342700723944
2283,0.04768916442807195
2284,0.04770168590419597
2285,0.04772784042360964
2286,0.04774634275561962
2287,0.047808729956781475
2288,0.04783526435076237
2289,0.04785572075944295
2290,0.04791619263114305
2291,0.0479203447162488
2292,0.047928905359124994
2293,0.04794676240877079
2294,0.047957392577441686
2295,0.04803999554657753
2296,0.048044126101062554
2297,0.04804530985327854
2298,0.04805505138745586
2299,0.04806047594444677
