,id,username,bot_type,user_type,origin_tweet_date,degree,tweet_url
407,256,nicolamlow,spammer,bot,2022-09-29,33,https://twitter.com/nicolamlow/status/1575392016241987586
408,141,epicenter_nyc,spammer,bot,2022-10-21,32,https://twitter.com/epicenter_nyc/status/1583582496360255489
409,161,JustTheNews,spammer,bot,2022-10-22,32,https://twitter.com/JustTheNews/status/1583966496845221890
410,170,smitten312,false (human account),human,2022-10-23,32,https://twitter.com/smitten312/status/1584029795595452416
411,215,EuphaIdc,spammer,bot,2022-10-25,32,https://twitter.com/EuphaIdc/status/1584935474917158917
412,1096,YogiMan2021,self_declared,bot,2022-09-24,32,https://twitter.com/YogiMan2021/status/1573584513992904704
413,76,DavidHarveyC,false (human account),human,2022-10-24,31,https://twitter.com/DavidHarveyC/status/1584631810461683712
414,255,KObayashidoroth,other,bot,2022-09-29,31,https://twitter.com/KObayashidoroth/status/1575391648233955328
415,59,nrc_rim,other,bot,2022-10-28,30,https://twitter.com/nrc_rim/status/1585995318310707205
416,214,DrVeller,false (human account),human,2022-10-25,30,https://twitter.com/DrVeller/status/1584891398062764032
417,1086,Alexholmes2222,spammer,bot,2022-09-23,30,https://twitter.com/Alexholmes2222/status/1573138875501146114
418,13,wcpublichealth,false (human account),human,2022-10-26,29,https://twitter.com/wcpublichealth/status/1585369882740523008
419,168,TruthAddict11,false (human account),human,2022-10-23,29,https://twitter.com/TruthAddict11/status/1583988979371692032
420,159,TheReaderA,self_declared,bot,2022-10-22,28,https://twitter.com/TheReaderA/status/1583892805013102592
421,1053,MyHomeLabs,false (human account),human,2022-09-23,28,https://twitter.com/MyHomeLabs/status/1573406732440997889
422,1017,FionaStJamesDS9,other,bot,2022-09-28,27,https://twitter.com/FionaStJamesDS9/status/1575243952449626114
423,71,wearephsny,spammer,bot,2022-10-24,26,https://twitter.com/wearephsny/status/1584621502439329792
424,158,PghLesbian24,false (human account),human,2022-10-22,26,https://twitter.com/PghLesbian24/status/1583878349721464833
425,1051,potpoxmonkey,false (human account),human,2022-09-23,26,https://twitter.com/potpoxmonkey/status/1573376935660752896
426,228,UNESCO_fr,false (human account),human,2022-10-20,25,https://twitter.com/UNESCO_fr/status/1583041393882460166
427,70,LGBTCenterNYC,self_declared,bot,2022-10-24,24,https://twitter.com/LGBTCenterNYC/status/1584611626841477128
428,136,wcbs880,false (human account),human,2022-10-21,24,https://twitter.com/wcbs880/status/1583542816805822464
429,969,ABIAIDS,spammer,bot,2022-09-26,24,https://twitter.com/ABIAIDS/status/1574487263630675968
430,1094,AleX_SzHz,false (human account),human,2022-09-24,24,https://twitter.com/AleX_SzHz/status/1573584373282230272
431,1116,NHS_GM,spammer,bot,2022-09-20,24,https://twitter.com/NHS_GM/status/1572289490550493185
432,251,pamelacurr,other,bot,2022-09-29,23,https://twitter.com/pamelacurr/status/1575391299615674369
433,162,OPFORPio,false (human account),human,2022-10-23,22,https://twitter.com/OPFORPio/status/1583971730909192193
434,328,gvrdenctrl,spammer,bot,2022-09-27,22,https://twitter.com/gvrdenctrl/status/1574790561055137794
435,53,EliKnesol,other,bot,2022-10-28,21,https://twitter.com/EliKnesol/status/1585796722596360192
436,187,them,spammer,bot,2022-10-20,21,https://twitter.com/them/status/1582993794227544066
437,84,One_Colorado,spammer,bot,2022-10-25,20,https://twitter.com/One_Colorado/status/1584942878836412417
438,154,microbilogy,spammer,bot,2022-10-22,20,https://twitter.com/microbilogy/status/1583719908558671873
439,967,OntheGroundWI,other,bot,2022-09-26,20,https://twitter.com/OntheGroundWI/status/1574472870968922131
440,1098,PPosledovich,self_declared,bot,2022-09-24,19,https://twitter.com/PPosledovich/status/1573593543536508928
441,8,TIICANN,false (human account),human,2022-10-26,18,https://twitter.com/TIICANN/status/1585294760604209154
442,123,RIHEALTH,false (human account),human,2022-10-20,18,https://twitter.com/RIHEALTH/status/1583210700301803542
443,1056,ViventHealth,other,bot,2022-09-24,18,https://twitter.com/ViventHealth/status/1573696933947924480
444,223,drariyanalovely,spammer,bot,2022-10-20,17,https://twitter.com/drariyanalovely/status/1582939476178792448
445,82,itrixy,false (human account),human,2022-10-25,16,https://twitter.com/itrixy/status/1584780049160470528
